date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:34	157970/157970	---M-Z	200	added ('OK')	text/html	etag:%2226912-6475e6f3-9791e5600602fc32;gz%22	https://themewant.com/products/html/drill/electric/index.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/index.html	(from )
21:17:35	169/169	---M-Z	200	added ('OK')	text/plain	etag:%22133-65447c12-6d69047258153a2;gz%22	https://themewant.com/robots.txt		(from )
21:17:35	1445/1445	---M--	200	added ('OK')	image/png	etag:%225a5-6475e6f3-b481fbfb88288f42;;;%22	https://themewant.com/products/html/drill/electric/assets/images/fav.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/fav.png	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:36	19346/19346	---M-Z	200	added ('OK')	text/css	etag:%224b92-6475e6f3-f2739cc40ab4d0c;gz%22	https://themewant.com/products/html/drill/electric/assets/css/plugins/swiper.css	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/css/plugins/swiper.css	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:36	498166/498166	---M-Z	200	added ('OK')	text/css	etag:%22799f6-6475e6f3-691ccdad2a6d32a2;gz%22	https://themewant.com/products/html/drill/electric/assets/css/plugins/fontawesome-6.css	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/css/plugins/fontawesome-6.css	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:37	69373/69373	---M-Z	200	added ('OK')	text/css	etag:%2210efd-6475e6f3-ce219f4e48c5f2a1;gz%22	https://themewant.com/products/html/drill/electric/assets/css/plugins/unicons.css	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/css/plugins/unicons.css	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:37	3589/3589	---M-Z	200	added ('OK')	text/css	etag:%22e05-6475e6f3-7e10d95a507459bd;gz%22	https://themewant.com/products/html/drill/electric/assets/css/plugins/metismenu.css	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/css/plugins/metismenu.css	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:38	416488/416488	---M-Z	200	added ('OK')	text/css	etag:%2265ae8-6475e6f3-55f9086568db6fbc;gz%22	https://themewant.com/products/html/drill/electric/assets/css/style.css	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/css/style.css	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:38	213827/213827	---M-Z	200	added ('OK')	text/css	etag:%2234343-6475e6f3-27571dfc9aae671b;gz%22	https://themewant.com/products/html/drill/electric/assets/css/vendor/bootstrap.min.css	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/css/vendor/bootstrap.min.css	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:38	2386/2386	---M-Z	200	added ('OK')	image/svg+xml	etag:%22952-6475e6f3-f6977f78ec7bcf42;gz%22	https://themewant.com/products/html/drill/electric/assets/images/logo/logo-01.svg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/logo/logo-01.svg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:39	151569/151569	---M-Z	200	added ('OK')	text/html	etag:%2225011-6475e6f3-bcee5ae7dc34eb7f;gz%22	https://themewant.com/products/html/drill/electric/onepage.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/onepage.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:39	83786/83786	---M-Z	200	added ('OK')	text/html	etag:%221474a-6475e6f3-1251cdc0dcce9693;gz%22	https://themewant.com/products/html/drill/electric/aboutus.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/aboutus.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:39	87302/87302	---M-Z	200	added ('OK')	text/html	etag:%2215506-6475e6f3-4a75697df47a1605;gz%22	https://themewant.com/products/html/drill/electric/service.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/service.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:39	54480/54480	---M-Z	200	added ('OK')	text/html	etag:%22d4d0-6475e6f3-9b115b377c6bbfe6;gz%22	https://themewant.com/products/html/drill/electric/service-details.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/service-details.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:39	49721/49721	---M-Z	200	added ('OK')	text/html	etag:%22c239-6475e6f3-18e373f5bef63fef;gz%22	https://themewant.com/products/html/drill/electric/blog.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/blog.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:40	56569/56569	---M-Z	200	added ('OK')	text/html	etag:%22dcf9-6475e6f3-4451f1680b01db53;gz%22	https://themewant.com/products/html/drill/electric/blog-details.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/blog-details.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:40	49168/49168	---M-Z	200	added ('OK')	text/html	etag:%22c010-6475e6f3-bb9c8629fc57163c;gz%22	https://themewant.com/products/html/drill/electric/appoinment.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/appoinment.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:40	42818/42818	---M-Z	200	added ('OK')	text/html	etag:%22a742-6475e6f3-df39f0c6c0a475f2;gz%22	https://themewant.com/products/html/drill/electric/project.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/project.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:41	41628/41628	---M-Z	200	added ('OK')	text/html	etag:%22a29c-6475e6f3-27d34916903a938e;gz%22	https://themewant.com/products/html/drill/electric/project-details.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/project-details.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:41	44672/44672	---M-Z	200	added ('OK')	text/html	etag:%22ae80-6475e6f3-c1c4432fd65d551e;gz%22	https://themewant.com/products/html/drill/electric/project-details-gallery.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/project-details-gallery.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:41	41742/41742	---M-Z	200	added ('OK')	text/html	etag:%22a30e-6475e6f3-e3d277f2e5067b82;gz%22	https://themewant.com/products/html/drill/electric/project-details-vedio.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/project-details-vedio.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:42	43117/43117	---M-Z	200	added ('OK')	text/html	etag:%22a86d-6475e6f3-2aa23877389ac601;gz%22	https://themewant.com/products/html/drill/electric/project-details-carousel.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/project-details-carousel.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:42	47257/47257	---M-Z	200	added ('OK')	text/html	etag:%22b899-6475e6f3-6769f15705d1a023;gz%22	https://themewant.com/products/html/drill/electric/team.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/team.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:42	44960/44960	---M-Z	200	added ('OK')	text/html	etag:%22afa0-6475e6f3-8a5cbd17fe20fe50;gz%22	https://themewant.com/products/html/drill/electric/team-details.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/team-details.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:43	54928/54928	---M-Z	200	added ('OK')	text/html	etag:%22d690-6475e6f3-805d236eabe19c4;gz%22	https://themewant.com/products/html/drill/electric/contact.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/contact.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:43	63064/63064	---M-Z	200	added ('OK')	text/html	etag:%22f658-6475e6f3-cb1f92f597005fdc;gz%22	https://themewant.com/products/html/drill/electric/faq.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/faq.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:45	11578/11578	---M--	200	added ('OK')	image/png	etag:%222d3a-6475e6f3-4e8ab1a221681138;;;%22	https://themewant.com/products/html/drill/electric/assets/images/banner/10.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/banner/10.png	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:45	58711/58711	---M--	200	added ('OK')	image/jpeg	etag:%22e557-6475e6f3-6a9aea85b23398a6;;;%22	https://themewant.com/products/html/drill/electric/assets/images/service/16.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/service/16.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:46	49410/49410	---M--	200	added ('OK')	image/jpeg	etag:%22c102-6475e6f3-14069802e4f7d9cd;;;%22	https://themewant.com/products/html/drill/electric/assets/images/service/17.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/service/17.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:47	50129/50129	---M--	200	added ('OK')	image/jpeg	etag:%22c3d1-6475e6f3-7df76b71cc2e2d9f;;;%22	https://themewant.com/products/html/drill/electric/assets/images/about/21.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/about/21.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:47	572/572	---M--	200	added ('OK')	image/png	etag:%2223c-6475e6f3-b48663a825dae2b7;;;%22	https://themewant.com/products/html/drill/electric/assets/images/about/dt.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/about/dt.png	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:49	29819/29819	---M--	200	added ('OK')	image/jpeg	etag:%22747b-6475e6f3-e5490a181c8094d6;;;%22	https://themewant.com/products/html/drill/electric/assets/images/team/01.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/team/01.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:49	60803/60803	---M--	200	added ('OK')	image/jpeg	etag:%22ed83-6475e6f3-79ba30990fc54416;;;%22	https://themewant.com/products/html/drill/electric/assets/images/service/18.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/service/18.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:50	31892/31892	---M--	200	added ('OK')	image/jpeg	etag:%227c94-6475e6f3-f3fc60bd0f78dc6b;;;%22	https://themewant.com/products/html/drill/electric/assets/images/team/02.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/team/02.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:50	22469/22469	---M--	200	added ('OK')	image/jpeg	etag:%2257c5-6475e6f3-56cdd6ef860822ba;;;%22	https://themewant.com/products/html/drill/electric/assets/images/team/03.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/team/03.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:52	330395/330395	---M--	200	added ('OK')	image/jpeg	etag:%2250a9b-6475e6f3-454965e0acefe1d1;;;%22	https://themewant.com/products/html/drill/electric/assets/images/about/22.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/about/22.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:53	9450/9450	---M--	200	added ('OK')	image/png	etag:%2224ea-6475e6f3-6a62f9f6463ef98a;;;%22	https://themewant.com/products/html/drill/electric/assets/images/team/21.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/team/21.png	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:53	164869/164869	---M--	200	added ('OK')	image/jpeg	etag:%2228405-6475e6f3-3d036f2190bbbfd3;;;%22	https://themewant.com/products/html/drill/electric/assets/images/about/23.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/about/23.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:53	3945/3945	---M--	200	added ('OK')	image/png	etag:%22f69-6475e6f3-4b898b73b02c332d;;;%22	https://themewant.com/products/html/drill/electric/assets/images/testimonials/08.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/testimonials/08.png	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:55	202211/202211	---M--	200	added ('OK')	image/jpeg	etag:%22315e3-6475e6f3-7997df355eb0a135;;;%22	https://themewant.com/products/html/drill/electric/assets//images/story/02.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/story/02.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:55	170976/170976	---M--	200	added ('OK')	image/jpeg	etag:%2229be0-6475e6f3-17ebeb8e87b1bf68;;;%22	https://themewant.com/products/html/drill/electric/assets//images/story/01.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/story/01.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:57	130282/130282	---M--	200	added ('OK')	image/jpeg	etag:%221fcea-6475e6f3-9c9957e65485d24e;;;%22	https://themewant.com/products/html/drill/electric/assets/images/banner/04.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/banner/04.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:57	162463/162463	---M--	200	added ('OK')	image/jpeg	etag:%2227a9f-6475e6f3-4164a6269e686f51;;;%22	https://themewant.com/products/html/drill/electric/assets//images/story/03.jpg	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/story/03.jpg	(from https://themewant.com/products/html/drill/electric/index.html)
21:17:58	61336/61336	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Oct%202024%2015:17:59%20GMT	https://themewant.com/products/html/drill/electric/about.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/about.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:18:00	61340/61340	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Oct%202024%2015:18:00%20GMT	https://themewant.com/products/html/drill/electric/contactus.html	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/contactus.html	(from https://themewant.com/products/html/drill/electric/index.html)
21:18:00	1687/1687	---M--	200	added ('OK')	image/png	etag:%22697-6475e6f3-af65deb00a6021ec;;;%22	https://themewant.com/products/html/drill/electric/assets/images/logo/logo-02.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/logo/logo-02.png	(from https://themewant.com/products/html/drill/electric/index.html)
21:18:00	15947/15947	---M--	200	added ('OK')	image/png	etag:%223e4b-6475e6f3-c1a4defad4d6e3d9;;;%22	https://themewant.com/products/html/drill/electric/assets/images/footer/gallery/01.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/footer/gallery/01.png	(from https://themewant.com/products/html/drill/electric/index.html)
21:18:01	714603/714603	---M--	200	added ('OK')	image/png	etag:%22ae76b-6475e6f3-b939759cc131b7eb;;;%22	https://themewant.com/products/html/drill/electric/assets/images/about/21.png	C:/Users/Computer%20zone/Downloads/02/themewant.com/products/html/drill/electric/assets/images/about/21.png	(from https://themewant.com/products/html/drill/electric/index.html)
